fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
11.4,0.93,1.45,46.9,0.339,188.2,292.4,1.0152,3.48,1.18,11.5,8
10.8,0.98,1.13,21.1,0.24,203.7,147.0,1.01335,3.13,1.37,11.8,8
12.7,1.04,1.02,40.9,0.179,206.9,171.2,1.0145,3.17,1.59,11.5,8
8.5,0.64,0.95,51.8,0.342,144.3,142.6,1.01714,3.07,1.5,9.8,8
10.3,0.82,0.8,25.1,0.429,162.9,397.2,1.01539,3.07,1.73,12.4,8
10.7,1.13,0.7,42.3,0.194,164.1,338.9,1.01751,3.14,1.44,11.8,8
9.3,1.31,1.1,36.2,0.404,238.4,329.3,1.01789,3.13,1.27,12.5,8
10.8,1.41,0.55,52.9,0.207,181.8,380.0,1.01074,2.91,0.83,13.7,8
11.1,1.23,0.83,36.6,0.371,212.8,371.8,1.01412,2.98,1.5,12.9,8
8.9,1.22,0.93,58.2,0.212,170.6,281.8,1.02042,3.36,0.87,12.4,8
12.3,1.38,0.62,33.0,0.319,205.9,201.0,1.01609,3.16,1.02,11.2,8
7.8,0.67,1.04,39.2,0.11,141.3,286.9,1.02424,2.93,1.71,12.4,8
12.7,0.62,1.34,41.6,0.262,204.0,185.9,1.01853,3.2,0.92,11.0,8
11.0,0.88,1.3,34.7,0.32,172.3,252.3,1.01692,3.18,1.38,11.1,8
8.5,0.66,1.41,47.9,0.427,171.4,375.5,1.01215,3.47,1.11,13.3,8
10.7,1.11,1.15,47.1,0.346,173.7,260.8,1.01966,3.22,1.3,12.0,8
10.8,1.12,1.27,35.1,0.233,247.5,331.0,1.02826,3.05,1.42,11.2,8
9.6,1.24,1.2,16.9,0.226,249.1,229.3,1.02766,3.13,1.22,11.5,8
10.2,0.93,1.29,49.0,0.231,250.9,298.7,1.01942,3.14,1.34,10.6,8
6.7,0.92,0.97,44.4,0.329,117.3,336.6,1.02401,3.15,1.15,12.3,8
13.5,1.17,1.1,52.7,0.336,205.0,246.5,1.01939,2.99,1.02,11.0,8
10.8,0.78,1.05,37.3,0.207,220.5,149.5,1.00559,3.0,1.21,12.4,8
8.7,1.02,0.72,35.1,0.214,156.3,192.1,1.02523,3.03,1.59,12.7,8
14.0,0.93,1.04,46.7,0.295,231.1,219.1,1.00989,2.98,1.31,9.7,8
9.6,1.21,1.1,49.4,0.283,144.7,257.2,1.02869,2.81,1.49,12.2,8
8.6,1.05,0.87,47.2,0.302,162.1,362.8,1.0221,3.15,0.95,12.3,8
7.9,0.79,1.12,36.6,0.256,136.5,344.0,1.01096,3.16,1.24,13.4,8
13.7,0.44,1.02,40.8,0.207,237.4,226.5,1.01576,3.27,1.19,11.6,8
11.8,0.83,1.32,43.1,0.176,149.0,246.9,1.01663,3.08,1.59,11.3,8
11.2,0.63,1.2,58.1,0.441,141.3,308.7,1.02676,3.15,1.22,10.9,8
12.8,0.57,0.93,42.9,0.14,132.9,244.8,1.01577,3.23,0.81,11.6,8
13.6,1.17,1.07,48.1,0.174,169.0,336.8,1.01019,3.26,1.26,10.4,8
8.5,0.73,0.49,48.1,0.336,75.1,331.0,1.02073,3.04,1.07,11.8,8
11.9,0.83,1.11,51.6,0.472,229.5,262.9,1.02073,3.12,1.17,11.5,8
10.4,1.25,0.9,41.8,0.15,194.4,202.1,1.01962,3.04,1.32,11.4,8
10.3,0.93,0.97,40.0,0.33,245.0,317.8,1.02702,3.02,1.13,12.0,8
13.9,1.03,1.27,36.0,0.326,178.9,364.0,1.02396,3.13,1.2,12.1,8
8.5,0.83,0.77,29.1,0.16,232.2,317.6,1.01533,3.17,1.64,13.6,8
13.8,1.04,0.83,41.6,0.159,191.6,248.8,1.02006,3.24,0.96,11.6,8
12.1,0.67,0.91,47.8,0.316,217.1,197.2,1.01535,3.11,1.4,10.7,8
10.2,1.1,0.68,39.2,0.259,181.3,234.2,1.0135,3.09,1.62,11.4,8
11.9,1.02,0.89,53.7,0.312,204.7,326.2,1.00939,2.95,1.3,10.3,8
12.4,1.38,1.08,53.7,0.185,257.3,288.1,1.0197,3.13,0.9,10.5,8
13.8,1.04,1.38,36.0,0.33,123.6,359.5,1.00365,2.97,1.24,11.7,8
12.8,0.52,0.97,44.5,0.383,76.9,234.7,1.01847,3.23,1.55,11.3,8
9.2,0.72,1.11,30.8,0.14,218.1,325.4,1.00792,3.41,1.6,12.2,8
11.2,0.9,0.63,55.5,0.401,201.5,360.9,1.02165,3.16,1.44,10.8,8
13.4,0.85,1.29,32.5,0.151,111.0,385.0,1.01117,2.94,1.32,12.5,8
13.0,0.87,0.73,44.5,0.268,178.9,310.9,1.01728,3.06,1.32,12.4,8
12.1,0.8,1.37,36.1,0.136,176.9,136.4,1.01588,2.96,0.86,10.2,8
8.6,0.98,0.63,39.6,0.15,189.0,202.3,1.01475,2.98,1.47,11.3,8
12.3,0.61,0.96,50.2,0.387,154.7,378.4,1.01639,3.04,1.68,12.6,8
10.6,1.12,0.57,43.7,0.277,152.6,416.4,1.01652,3.0,1.32,11.9,8
14.3,0.93,0.89,35.0,0.193,195.1,273.5,1.01214,2.86,1.59,11.2,8
7.2,1.04,1.16,32.5,0.277,199.1,209.0,1.01893,3.26,1.49,11.7,8
13.9,0.47,0.86,31.8,0.046,178.5,367.8,1.03083,3.16,1.54,10.0,8
12.7,1.03,1.18,22.2,0.133,242.8,290.5,1.01022,3.01,1.05,12.8,8
8.6,0.56,1.11,40.1,0.153,94.2,224.9,1.01152,3.07,0.69,12.6,8
11.1,0.64,0.43,42.9,0.228,168.3,251.1,1.01353,3.28,1.5,11.3,8
11.4,0.53,0.73,40.6,0.332,101.8,226.8,1.03096,3.22,1.17,11.8,8
13.3,1.3,0.97,51.7,0.284,168.5,303.6,0.99823,3.1,1.34,10.3,8
6.5,0.86,0.91,35.2,0.359,181.4,305.0,1.01861,3.04,1.66,14.0,8
12.0,1.05,1.44,58.0,0.269,234.8,329.1,1.02039,2.98,1.29,12.3,8
12.5,1.13,0.83,45.6,0.298,170.3,198.1,1.0249,2.97,1.23,11.5,8
12.7,0.91,1.51,51.2,0.385,195.0,292.9,1.01785,3.13,1.3,11.3,8
13.7,0.69,1.25,29.5,0.139,231.1,360.6,1.00881,3.3,1.56,9.8,8
12.6,1.15,0.88,44.9,0.243,175.8,350.3,1.00826,3.19,1.55,12.6,8
9.8,1.09,0.95,48.1,0.252,51.7,325.5,1.01971,3.12,1.31,12.0,8
12.8,1.15,1.23,46.2,0.2,226.3,267.2,1.0114,3.02,1.68,10.2,8
10.9,1.13,1.26,51.1,0.32,140.8,236.6,1.01375,3.18,1.27,9.5,8
10.5,1.11,0.99,24.9,0.144,227.9,348.2,1.00148,3.2,1.72,11.5,8
7.5,1.26,0.88,38.3,0.265,161.2,299.3,1.01765,3.09,1.41,11.9,8
13.8,1.01,0.55,48.6,0.182,187.6,169.4,1.01332,3.1,1.63,11.5,8
12.3,0.51,0.52,31.1,0.14,158.8,225.9,1.02343,2.99,1.53,10.9,8
14.4,1.08,1.2,42.2,0.381,189.5,317.3,1.01311,3.23,1.03,10.3,8
9.2,1.29,0.79,43.3,0.142,122.9,110.3,1.01651,2.98,1.52,9.4,8
8.2,1.36,0.98,36.4,0.276,156.5,347.6,1.02889,3.28,1.22,11.7,8
10.5,1.12,1.3,57.1,0.392,188.9,300.8,1.00811,3.26,1.06,11.8,8
14.1,1.09,0.96,39.3,0.092,254.2,218.2,1.00084,2.88,1.68,11.0,8
11.3,1.08,1.38,48.9,0.361,122.7,248.6,1.01252,3.02,0.89,12.3,8
12.1,0.74,0.66,38.7,0.318,219.3,247.6,1.02562,3.15,0.79,11.3,8
8.0,1.01,1.29,47.1,0.292,136.9,319.4,1.01022,3.12,1.58,11.9,8
13.2,0.73,1.22,53.5,0.383,191.1,239.8,1.01801,3.35,1.25,12.0,8
10.9,0.87,1.08,43.8,0.393,147.0,309.5,1.02671,3.05,1.01,10.4,8
10.2,0.8,0.99,40.6,0.252,199.3,296.6,1.01455,3.37,0.9,12.4,8
7.7,1.0,1.1,57.5,0.262,143.7,328.1,1.01837,3.11,0.83,10.5,8
11.8,0.36,1.41,34.0,0.172,197.5,230.0,1.00767,3.37,1.37,11.9,8
12.1,1.02,0.66,43.7,0.327,201.5,344.5,1.02587,3.2,1.06,11.0,8
11.8,0.91,0.88,36.5,0.268,215.2,200.1,1.00382,3.28,1.43,12.0,8
10.9,1.33,1.42,35.0,0.209,241.4,271.1,1.02018,3.19,0.92,12.2,8
12.7,0.83,0.96,40.8,0.344,243.0,243.9,1.02228,2.95,1.69,11.1,8
10.8,1.18,1.06,44.1,0.344,226.5,337.5,1.01344,3.36,1.2,13.1,8
12.2,1.44,0.8,55.1,0.199,162.3,371.5,1.01752,3.18,1.17,12.2,8
12.1,0.96,1.31,51.1,0.271,150.7,358.9,1.02369,3.15,1.32,11.8,8
11.5,1.05,0.76,40.3,0.306,178.9,344.4,1.00441,3.55,1.53,12.7,8
14.7,1.2,1.07,56.1,0.285,217.3,398.1,1.02325,2.97,0.94,10.4,8
14.1,0.98,0.71,49.8,0.321,206.9,313.7,1.02543,3.0,0.95,12.0,8
11.3,1.27,1.01,44.0,0.136,202.5,403.4,1.00924,2.84,1.5,11.2,8
11.3,1.27,1.01,44.0,0.136,202.5,403.4,1.00924,2.84,1.5,11.2,8
12.1,0.79,0.66,47.5,0.262,132.8,234.0,1.01982,3.14,1.21,11.0,8
12.8,1.27,0.87,55.3,0.395,247.6,389.3,1.01632,3.21,0.92,9.2,8
13.0,1.27,1.13,42.4,0.337,144.0,277.7,1.01412,3.04,1.22,11.0,8
10.3,0.7,1.07,50.4,0.379,150.0,334.5,1.01845,3.36,0.98,10.9,8
11.6,0.63,0.97,42.4,0.119,139.4,384.5,1.02278,3.06,0.79,12.3,8
11.4,1.13,0.79,31.1,0.136,223.4,283.1,1.0287,3.03,1.4,9.8,8
11.4,0.7,0.93,55.2,0.379,159.2,277.2,1.01998,3.1,0.75,11.4,8
12.1,0.67,0.91,47.8,0.316,217.1,197.2,1.01535,3.11,1.4,10.7,8
10.2,0.4,1.27,29.1,0.273,77.5,277.4,1.03038,3.16,1.52,12.4,8
13.3,1.35,1.04,47.3,0.22,213.0,339.6,1.01714,2.9,1.61,11.6,8
7.6,1.06,1.04,50.4,0.304,221.5,358.8,1.01579,3.33,1.19,12.2,8
10.1,1.26,0.8,50.8,0.24,214.4,261.7,1.00598,3.31,0.88,11.0,8
12.2,1.42,1.37,26.5,0.412,193.4,173.9,1.02644,2.94,1.04,12.9,8
13.5,0.84,1.18,47.1,0.197,183.9,230.3,1.02442,2.89,0.94,10.8,8
11.4,0.7,0.93,55.2,0.379,159.2,277.2,1.01998,3.1,0.75,11.4,8
13.9,0.74,1.29,43.1,0.236,257.6,307.3,0.99816,3.16,1.48,11.2,8
14.1,1.23,1.24,34.6,0.133,211.5,234.6,1.02734,2.95,1.52,11.7,8
11.7,0.91,1.19,57.6,0.237,250.1,288.3,1.0008,3.6,1.29,11.2,8
11.8,1.0,1.25,38.0,0.107,182.0,227.4,1.02962,3.09,0.54,9.7,8
11.6,0.63,0.97,42.4,0.119,139.4,384.5,1.02278,3.06,0.79,12.3,8
14.2,1.01,0.97,36.3,0.122,226.7,296.8,1.0064,3.23,1.33,11.5,8
13.0,0.56,1.38,44.7,0.19,215.8,238.7,1.01919,3.15,0.97,9.7,8
11.1,1.13,1.37,50.2,0.364,116.7,353.7,1.03367,3.29,0.72,10.3,8
14.1,0.8,1.0,47.2,0.205,152.0,308.9,1.00901,2.99,1.14,11.9,8
14.3,0.98,1.2,48.1,0.18,232.6,358.2,1.00702,2.89,1.5,10.4,8
14.4,0.83,1.44,47.3,0.197,147.5,204.9,1.01826,2.92,1.08,8.8,8
12.5,1.29,0.75,32.8,0.104,253.6,179.7,1.01034,2.95,0.76,12.2,8
8.3,1.19,0.95,52.6,0.279,220.7,279.5,1.00856,3.46,1.11,10.8,8
12.0,0.98,0.78,51.3,0.237,203.4,272.2,1.00943,3.16,0.65,11.5,8
11.0,0.94,1.1,40.4,0.249,163.3,270.0,1.01477,3.17,1.59,10.5,8
10.9,1.05,0.87,55.5,0.344,125.3,321.6,1.01247,2.95,1.24,13.1,8
12.2,1.45,1.11,36.8,0.25,259.1,404.2,1.01247,3.27,1.31,11.0,8
11.7,1.09,1.29,45.5,0.299,216.8,249.8,1.01611,3.37,1.57,10.8,8
12.4,0.59,0.65,24.6,0.337,156.8,314.2,1.02261,3.27,0.95,11.9,8
9.4,1.07,1.51,41.2,0.253,204.6,305.8,1.01791,3.27,1.44,12.2,8
13.0,0.8,0.91,43.6,0.35,172.6,292.6,1.01029,3.09,1.52,11.6,8
13.1,0.5,1.09,50.1,0.338,151.0,296.2,1.01562,3.21,1.28,10.9,8
11.2,0.63,1.2,58.1,0.441,141.3,308.7,1.02676,3.15,1.22,10.9,8
8.7,0.51,0.94,56.2,0.214,170.1,240.1,1.0261,3.23,1.04,12.9,8
10.0,0.93,0.75,53.2,0.336,109.2,284.4,1.01907,3.16,1.59,11.5,8
13.0,0.66,0.79,41.0,0.381,180.0,269.0,1.01537,3.14,1.13,9.5,8
10.2,1.16,1.46,51.7,0.303,128.3,237.1,1.00957,3.23,1.08,12.7,8
11.1,1.06,1.23,48.9,0.183,139.7,383.6,1.02589,2.96,1.38,11.7,8
12.3,0.8,0.94,39.5,0.206,150.6,303.1,1.01877,3.1,1.58,11.8,8
11.1,0.85,1.04,44.1,0.293,197.6,159.2,1.01635,3.08,1.32,11.6,8
7.6,1.06,1.27,36.9,0.206,147.1,330.8,1.01641,3.1,1.01,12.2,8
11.4,1.17,1.13,43.9,0.258,257.4,356.3,1.02373,3.11,0.97,10.2,8
10.7,0.66,1.01,41.5,0.184,182.4,317.5,1.01147,3.18,1.06,11.6,8
11.5,1.32,0.79,49.8,0.263,134.1,173.4,1.0113,3.37,0.78,10.5,8
13.0,0.51,1.4,61.6,0.462,132.8,277.1,1.01312,3.2,1.36,10.2,8
10.3,1.08,0.85,48.4,0.285,225.9,332.4,1.02214,3.02,1.17,10.3,8
9.4,0.88,0.83,48.8,0.252,153.6,153.2,1.01106,3.18,1.35,12.1,8
11.3,0.67,1.0,58.0,0.314,123.5,300.4,1.02072,2.99,1.32,9.8,8
10.8,1.41,0.55,52.9,0.207,181.8,380.0,1.01074,2.91,0.83,13.7,8
8.4,0.96,0.7,46.4,0.194,169.4,238.8,1.0056,3.51,0.75,12.9,8
9.3,0.79,1.23,49.5,0.192,240.2,243.8,1.02457,3.04,1.31,11.8,8
13.5,0.53,0.8,23.4,0.169,210.4,328.0,1.02126,3.05,1.0,9.6,8
9.2,1.21,0.6,45.6,0.317,143.3,297.8,1.02349,3.07,1.15,12.1,8
11.4,1.13,1.1,45.8,0.46,173.8,315.6,1.01674,3.36,1.12,12.6,8
11.0,1.01,1.38,47.0,0.228,241.9,304.2,1.00762,3.12,1.46,9.7,8
11.4,1.13,1.1,45.8,0.46,173.8,315.6,1.01674,3.36,1.12,12.6,8
11.9,0.8,1.1,57.4,0.27,173.3,171.0,1.02371,3.46,0.75,11.1,8
10.7,1.29,0.64,35.4,0.271,92.9,378.2,1.02559,2.97,1.26,13.1,8
12.4,0.36,0.67,29.0,0.334,151.2,182.2,1.01667,3.25,0.8,12.3,8
13.8,1.24,0.69,49.9,0.277,216.5,357.2,1.0124,2.95,1.5,10.9,8
11.3,1.23,0.61,51.3,0.312,235.4,287.8,1.02139,3.2,1.31,10.2,8
7.8,0.79,1.33,32.3,0.294,141.5,226.0,1.01303,3.16,1.75,11.8,8
12.0,1.28,1.22,37.5,0.302,145.1,281.0,1.02752,2.87,1.64,12.0,8
13.0,0.79,1.22,57.7,0.352,178.9,346.3,1.02131,3.13,0.87,11.0,8
12.0,1.1,0.28,34.6,0.3,183.1,258.3,1.01108,3.03,1.32,12.3,8
8.5,0.87,1.17,45.0,0.193,82.5,286.5,1.01408,2.92,1.21,12.9,8
10.1,1.34,1.0,43.6,0.235,193.9,145.2,1.00948,3.17,1.03,9.3,8
12.2,1.45,1.11,36.8,0.25,259.1,404.2,1.01247,3.27,1.31,11.0,8
12.1,1.13,1.03,37.9,0.326,255.3,224.4,1.0267,2.93,1.15,12.9,8
12.5,0.62,1.26,57.1,0.236,138.8,229.1,1.01376,3.4,1.57,11.1,8
11.5,0.7,1.0,51.6,0.424,112.1,359.9,1.02194,3.0,1.39,11.0,8
11.5,1.04,1.01,43.7,0.155,130.8,358.3,1.01519,2.87,1.4,11.6,8
8.1,0.76,0.56,52.8,0.196,183.4,152.7,1.00631,3.22,1.13,13.0,8
12.3,1.13,0.67,42.1,0.341,216.0,339.7,1.00343,3.2,1.04,10.9,8
11.8,1.21,0.83,38.5,0.34,152.7,282.2,1.01596,3.22,0.95,11.7,8
13.3,1.07,1.13,53.4,0.146,202.1,393.8,1.00758,2.94,1.26,10.8,8
11.7,0.76,1.14,28.9,0.187,136.7,332.5,1.02294,2.97,1.48,12.8,8
9.9,0.6,0.82,53.3,0.337,227.9,349.3,1.02425,3.17,0.84,10.6,8
12.7,0.77,0.99,45.8,0.35,102.1,233.4,1.01399,2.9,0.92,10.4,8
12.7,0.91,1.51,51.2,0.385,195.0,292.9,1.01785,3.13,1.3,11.3,8
9.1,1.17,1.17,47.0,0.303,156.6,270.2,1.00668,3.16,0.88,12.8,8
14.0,0.92,0.87,39.8,0.18,270.6,261.9,1.00471,3.05,1.38,11.9,8
12.8,1.0,0.86,34.2,0.345,158.1,167.8,1.0213,2.94,1.25,11.1,8
11.1,0.77,0.67,39.8,0.341,221.7,285.5,1.01735,3.48,1.52,11.5,8
12.6,0.83,0.82,40.6,0.335,239.8,272.0,1.01282,3.35,1.28,10.6,8
11.5,1.05,0.76,40.3,0.306,178.9,344.4,1.00441,3.55,1.53,12.7,8
10.8,0.96,1.02,42.3,0.255,197.2,321.6,1.01171,3.0,1.3,11.6,8
8.7,1.2,0.44,15.7,0.116,177.7,270.6,1.00693,2.94,1.72,14.0,8
10.5,1.18,0.6,38.8,0.212,248.3,307.5,1.01919,3.31,0.89,10.3,8
10.1,1.15,0.67,54.2,0.425,168.8,308.4,1.00463,3.5,0.92,13.4,8
9.5,0.72,1.34,40.7,0.241,230.5,257.0,1.01723,3.46,1.38,12.9,8
11.2,1.24,1.12,43.4,0.347,207.9,356.5,1.01237,2.98,1.38,10.2,8
11.3,0.56,0.9,39.9,0.432,50.8,288.6,1.01337,3.19,1.06,12.3,8
11.6,1.05,0.96,47.5,0.185,240.3,287.0,1.0184,3.22,1.19,11.4,8
10.1,0.91,1.12,48.6,0.251,162.2,256.6,1.01319,3.19,1.04,10.5,8
12.6,1.09,0.76,35.9,0.166,204.0,200.2,1.00793,2.9,1.67,12.1,8
14.4,1.08,1.2,42.2,0.381,189.5,317.3,1.01311,3.23,1.03,10.3,8
13.0,1.18,0.96,47.9,0.399,116.2,315.5,1.02403,3.04,1.0,11.4,8
10.0,1.18,1.14,43.0,0.334,191.5,292.1,1.01362,3.21,1.24,11.0,8
10.9,1.21,1.22,52.4,0.181,124.6,371.9,1.02622,3.06,0.91,11.5,8
8.5,0.66,1.41,47.9,0.427,171.4,375.5,1.01215,3.47,1.11,13.3,8
12.7,1.26,0.69,31.6,0.397,191.6,290.3,1.02344,2.89,1.5,11.2,8
11.0,1.08,0.7,45.1,0.085,235.7,309.0,1.01144,3.13,1.07,13.7,8
12.4,1.28,0.78,38.6,0.229,150.4,218.1,1.02001,3.1,1.13,10.5,8
13.5,1.22,1.22,56.5,0.312,272.5,327.3,1.01478,3.2,1.14,9.8,8
10.9,0.87,1.14,46.2,0.268,108.4,343.2,1.01838,3.19,1.21,12.1,8
7.4,1.03,0.98,42.9,0.253,204.3,368.9,1.01277,3.24,1.29,12.5,8
13.1,0.94,0.99,48.2,0.375,111.0,290.1,1.0111,3.2,1.28,11.1,8
9.8,0.88,1.19,40.7,0.437,231.1,234.7,1.02641,3.31,1.19,11.8,8
7.7,1.32,0.62,44.3,0.284,108.7,237.8,1.01275,3.06,1.06,11.6,8
10.2,1.02,0.71,41.6,0.232,89.1,259.4,1.00861,3.16,1.41,11.4,8
13.2,0.65,0.88,49.6,0.266,150.4,275.0,1.01017,2.98,1.37,11.8,8
9.0,1.07,1.21,50.8,0.359,195.9,264.5,1.01014,3.16,1.66,12.2,8
7.4,0.78,1.4,34.5,0.111,108.5,283.6,1.01219,3.23,1.81,13.3,8
12.7,1.03,1.15,45.2,0.261,129.9,358.1,1.01087,3.11,1.56,12.7,8
8.6,1.25,1.08,53.0,0.257,52.0,369.5,1.01394,3.23,1.04,12.6,8
9.8,1.06,0.99,38.5,0.271,207.2,310.6,1.01409,3.04,1.39,11.0,8
12.6,1.01,1.22,53.6,0.422,204.2,210.1,1.00922,3.11,1.36,10.3,8
13.0,0.72,0.83,38.5,0.266,187.7,134.1,1.00693,3.38,1.27,10.4,8
10.9,0.53,0.67,43.0,0.202,134.2,157.1,1.00609,3.38,1.37,11.0,8
11.0,0.85,0.51,44.5,0.369,210.0,246.0,1.01203,3.24,0.93,11.3,8
11.7,0.51,0.94,42.8,0.163,138.6,210.1,1.01917,3.17,0.6,10.6,8
10.5,0.86,1.31,43.3,0.337,94.9,347.8,1.02735,3.27,0.95,11.2,8
12.7,1.02,0.58,51.0,0.131,175.2,341.8,1.0165,3.11,1.44,11.1,8
8.7,0.48,0.88,51.9,0.293,119.5,281.5,1.02391,3.1,1.15,11.4,8
10.0,1.22,1.41,24.9,0.143,232.2,115.3,1.01569,3.47,1.54,10.8,8
13.5,0.78,1.19,35.1,0.222,103.8,209.1,1.01857,3.13,1.58,11.6,8
6.0,1.12,0.84,25.8,0.196,162.3,222.3,1.02583,3.06,1.53,12.8,8
9.1,1.28,1.02,43.4,0.156,135.7,255.0,1.00619,2.9,1.67,12.4,8
9.5,1.14,0.41,49.5,0.174,191.5,172.3,1.00457,3.14,0.86,13.2,8
11.5,1.0,1.06,52.6,0.304,247.5,327.9,1.01315,3.26,0.9,10.0,8
14.1,1.03,0.97,44.0,0.339,159.2,318.6,1.0219,3.12,1.22,9.9,8
10.2,0.8,0.99,40.6,0.252,199.3,296.6,1.01455,3.37,0.9,12.4,8
12.0,1.28,0.95,39.1,0.18,119.1,229.7,1.01389,2.95,1.58,11.0,8
10.4,0.81,1.11,29.5,0.302,141.3,315.0,1.02345,3.02,1.33,11.2,8
10.1,0.61,0.84,33.8,0.161,165.8,352.4,1.01309,3.26,1.73,13.6,8
9.7,0.78,0.82,47.4,0.348,122.2,319.5,1.00601,3.27,1.46,12.9,8
14.6,0.83,1.31,35.6,0.18,175.6,300.2,1.01645,3.2,1.39,11.6,8
12.6,0.97,0.86,55.5,0.354,147.3,382.6,1.02381,3.02,1.69,10.7,8
12.1,1.16,0.88,47.9,0.336,147.2,333.5,1.01701,2.82,1.42,11.8,8
8.9,0.37,1.38,29.2,0.275,124.5,277.4,1.02536,3.39,1.03,10.8,8
12.2,1.15,0.84,28.2,0.302,159.2,333.0,1.03093,2.96,1.74,10.5,8
11.4,0.85,0.56,52.6,0.37,132.3,249.5,1.02095,3.02,1.12,11.3,8
9.4,1.18,1.36,32.4,0.193,172.6,180.5,1.02869,3.3,1.31,11.7,8
12.5,0.94,1.1,33.5,0.353,227.2,322.1,1.01517,3.24,1.59,12.7,8
13.1,1.21,0.67,47.3,0.324,192.9,291.6,1.0074,3.02,1.14,12.6,8
9.4,1.16,1.04,44.1,0.394,224.8,220.5,1.01437,3.25,0.93,11.8,8
8.3,0.91,1.09,41.0,0.216,198.8,327.4,1.02748,3.19,0.69,13.2,8
8.9,1.03,0.95,48.9,0.343,142.9,286.7,1.01664,3.18,1.55,11.9,8
13.1,1.11,1.51,51.1,0.29,225.2,197.8,1.00808,3.08,1.0,9.2,8
8.7,1.09,0.73,43.9,0.186,158.3,211.0,1.0112,3.19,1.3,12.2,8
9.9,1.17,1.36,21.1,0.116,184.3,244.3,1.01978,2.88,1.46,12.5,8
13.4,0.91,1.01,43.1,0.182,181.8,375.8,1.02027,3.0,1.22,11.6,8
10.9,0.98,0.77,51.1,0.314,59.6,313.8,1.01074,2.94,1.37,13.7,8
13.8,0.95,1.08,51.5,0.373,199.8,332.8,1.01272,3.34,1.38,10.7,8
10.5,1.05,1.26,56.9,0.28,124.1,357.2,1.00886,3.34,1.1,11.1,8
11.2,0.99,1.2,37.2,0.272,220.6,98.2,1.01221,3.53,1.2,12.2,8
8.2,0.96,1.25,41.0,0.284,171.1,234.9,1.01443,3.09,1.37,11.7,8
14.3,0.93,0.89,35.0,0.193,195.1,273.5,1.01214,2.86,1.59,11.2,8
11.9,0.85,1.19,30.4,0.344,209.8,179.8,1.01846,3.28,1.07,10.2,8
11.7,0.78,1.31,48.3,0.405,88.0,293.3,1.01434,3.01,0.95,11.7,8
11.3,1.47,0.87,56.5,0.205,212.1,360.5,1.00249,3.01,1.13,10.8,8
12.6,0.78,1.19,48.1,0.287,191.7,270.2,1.00723,3.21,1.17,12.6,8
10.7,1.14,1.02,33.2,0.225,153.1,209.2,1.02779,3.09,0.75,11.0,8
8.5,1.03,1.16,50.3,0.195,154.7,266.2,1.00383,3.3,1.35,12.4,8
11.2,0.57,0.89,41.3,0.295,196.6,372.6,1.02803,2.88,1.47,13.4,8
12.1,1.2,1.06,58.6,0.363,197.0,335.5,1.03024,2.93,1.32,12.6,8
11.9,1.29,1.36,28.8,0.253,196.5,300.3,1.03018,2.91,1.6,11.8,8
11.5,1.13,0.75,47.3,0.268,196.9,359.7,1.02604,3.03,0.64,12.0,8
9.8,0.86,0.7,48.7,0.27,171.8,346.1,1.01668,3.14,1.23,10.9,8
13.8,0.92,0.68,28.3,0.248,202.2,280.1,1.02611,3.0,0.96,9.8,8
9.4,0.73,0.86,56.3,0.315,128.6,275.1,1.01102,2.94,1.42,10.8,8
12.1,0.72,1.0,50.7,0.209,130.6,245.3,1.01791,3.38,1.13,11.3,8
9.9,0.96,1.15,46.1,0.404,98.6,401.8,1.00436,3.17,1.39,12.5,8
8.9,0.71,1.17,30.5,0.214,139.5,204.0,1.01653,3.37,1.34,11.6,8
9.7,0.78,0.82,47.4,0.348,122.2,319.5,1.00601,3.27,1.46,12.9,8
14.1,0.8,1.0,47.2,0.205,152.0,308.9,1.00901,2.99,1.14,11.9,8
12.7,1.09,0.96,57.9,0.287,181.0,353.6,1.02803,2.85,1.6,11.7,8
11.8,0.87,1.24,52.5,0.399,201.8,384.6,1.01591,2.93,1.5,11.5,8
7.9,0.71,1.27,28.2,0.225,27.5,263.6,1.02382,3.22,1.52,12.2,8
11.6,1.21,1.09,31.4,0.133,204.8,252.1,1.01635,3.0,1.28,11.4,8
11.5,1.45,1.33,51.9,0.251,169.0,398.7,1.01349,2.99,1.4,11.1,8
10.0,1.17,0.62,40.7,0.22,200.7,269.5,1.01178,2.89,1.26,11.1,8
10.9,0.72,1.06,39.5,0.433,181.3,286.7,1.01814,2.97,1.0,12.5,8
12.1,0.9,1.14,46.1,0.359,138.3,252.5,1.02002,3.01,0.93,11.8,8
10.5,0.83,1.07,44.7,0.193,179.5,113.7,1.01276,3.1,1.27,10.3,8
9.4,1.08,1.02,58.9,0.285,94.0,275.0,1.01684,3.2,1.23,10.4,8
12.2,0.56,1.46,47.1,0.251,190.3,178.2,1.02143,3.17,0.81,12.8,8
12.5,0.97,0.93,41.3,0.129,129.4,269.2,1.00876,2.92,1.55,12.0,8
10.0,0.87,0.96,44.2,0.253,148.7,299.4,1.00932,3.16,1.46,11.5,8
9.5,0.8,1.15,44.0,0.111,123.3,221.1,1.013,2.84,0.96,11.8,8
10.9,1.2,1.04,44.7,0.182,161.4,289.0,1.00373,3.0,1.59,10.4,8
